userWallet,total_txns,total_usd,avg_usd_value,std_usd_value,active_days,last_txn_days_ago,borrow_ratio,repay_ratio,deposit_ratio,redeem_ratio,liquidation_ratio,unique_actions,credit_score
0x000660cad76200a2e326f53e033919905e6c50f5,1,1.06485257555633,1.06485257555633,,1,1464,0.0,0.0,1.0,0.0,0.0,1,112
0x00069a4bf1b2a8d5eded8e91347dbaa70796ff54,1,1153676531039.4421,1153676531039.4421,,1,1457,0.0,0.0,1.0,0.0,0.0,1,212
0x00080000158a9930aeb508823103b0a977161c47,2,2617513598912.1426,1308756799456.0713,390479818531.72784,2,1460,0.0,0.0,1.0,0.0,0.0,1,214
0x00099b1263c22ae2ce0a52624cef2a012e751970,2,1058147343307.2289,529073671653.61444,748152887945.2372,2,1458,0.0,0.0,1.0,0.0,0.0,1,214
0x0009ce45d5df78e632a0b4987079432dfba2253a,1,32446847156.000053,32446847156.000053,,1,1539,0.0,0.0,1.0,0.0,0.0,1,212
0x000a27ba176083e4b50177378cbe7469a00dd557,12,875.3715109244685,72.94762591037237,49.721095681111535,4,1474,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,4,148
0x000a3d1bef684a7c029267a26068de56b1c1b4dc,43,5.214410798787074e+16,1212653674136528.8,1959187251358057.8,10,1481,0.18604651162790697,0.11627906976744186,0.4186046511627907,0.27906976744186046,0.0,4,225
0x000ab43e658935ba39504a1424b01756c1e9644c,2,125017617321.78365,62508808660.89182,72327931344.01472,1,1438,0.5,0.0,0.5,0.0,0.0,2,122
0x000bc61d0a2dfee19346ad4d1fce2fa3c099e0cb,77,621480018745619.1,8071169074618.431,18241219482693.375,35,1420,0.0,0.0,0.6363636363636364,0.36363636363636365,0.0,2,290
0x000c8e2871750f458bf1de8ab528dda09bc95db6,4,1.569471153018596e+16,3923677882546490.0,1797765613470961.0,1,1547,0.25,0.25,0.25,0.25,0.0,4,242
0x000cdb5d7a2cda2947603f2993f05db57e3197dc,71,361968060767273.6,5098141700947.516,13692819259787.389,32,1418,0.28169014084507044,0.23943661971830985,0.28169014084507044,0.19718309859154928,0.0,4,314
0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e,6,282105637602585.7,47017606267097.62,36557748284601.81,3,1466,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.0,3,236
0x000d0ccd6b0e27ce38018b1304ef4f2cd345b636,1,1218108806.2153707,1218108806.2153707,,1,1497,0.0,0.0,1.0,0.0,0.0,1,212
0x000dd5baf04ffe492508f5f45ac3d9374b193f57,1,139205585052.03293,139205585052.03293,,1,1516,0.0,0.0,1.0,0.0,0.0,1,212
0x000deb0c92e6d3da7f77ed01b8473b3f7f4efc39,8,760406186167224.1,95050773270903.02,268844185346757.44,4,1428,0.375,0.25,0.125,0.25,0.0,4,185
0x000df66a4ac5991f672ae2db1e8fc38f1e7d46d9,8,1.0409410810581128e+16,1301176351322641.0,1804415575030932.8,7,1415,0.0,0.0,0.75,0.25,0.0,2,234
0x000e840a3122ec28d0c29321db172375cb049762,10,700190083689982.5,70019008368998.25,99955305284092.78,5,1500,0.2,0.2,0.5,0.1,0.0,4,250
0x000e9bd1d42999446d60ff60f1fb3afb13604202,22,107563333036182.22,4889242410735.556,6628872043643.635,3,1420,0.2727272727272727,0.18181818181818182,0.36363636363636365,0.18181818181818182,0.0,4,236
0x000eab293e332bd6e67018a9150e8807bfac3233,1,1097254760600.487,1097254760600.487,,1,1455,0.0,0.0,1.0,0.0,0.0,1,212
0x000f3b3cba440b4bd611d2ac4b6271400fb1e4e1,2,184866250718716.7,92433125359358.34,14063312836349.219,2,1491,0.0,0.0,0.5,0.5,0.0,2,224
0x000f4432a40560bbff1b581a8b7aded8dab80026,25,6.687815264808566e+16,2675126105923426.5,4428335228268458.5,6,1525,0.24,0.12,0.28,0.36,0.0,4,202
0x000f7f22bfc28d940d4b68e13213ab17cf107790,73,1.5049170149794664e+20,2.0615301575061184e+18,2.137062082155375e+18,3,1544,0.2602739726027397,0.1780821917808219,0.3561643835616438,0.2054794520547945,0.0,4,235
0x000f908720f9ce164d90f4fc89459fab4442907f,96,4652763195628202.0,48466283287793.77,49725187333262.555,2,1496,0.3125,0.17708333333333334,0.3333333333333333,0.17708333333333334,0.0,4,232
0x000fbfec300959d0f2f327728a889c1f5de8e2df,8,1221284402660667.2,152660550332583.4,189246953913581.7,4,1467,0.125,0.125,0.375,0.375,0.0,4,248
0x0011730224657eb527cf736039854c3a3f140e63,4,4504053578690184.0,1126013394672546.0,448043168603329.3,1,1551,0.25,0.25,0.25,0.25,0.0,4,242
0x00120ea6fdbaf057eadc1bd149f957488444e92c,4,261125891711739.25,65281472927934.81,75380631128124.6,1,1474,0.25,0.25,0.5,0.0,0.0,3,257
0x0012668072f7e0579caf7e047713d8b6d476d0db,2,2296181487521.5225,1148090743760.7612,34601886435.2318,2,1458,0.0,0.0,1.0,0.0,0.0,1,214
0x00129c4ce6be31b273de64c65ff3fcdd4706a002,231,2.810162514447535e+16,121652056902490.7,456675609437513.8,31,1463,0.1038961038961039,0.4025974025974026,0.43722943722943725,0.047619047619047616,0.008658008658008658,5,405
0x0012a7f00af8a643ba5a6aa187f915b4c13289df,1,9901298877476.562,9901298877476.562,,1,1466,0.0,0.0,0.0,1.0,0.0,1,62
0x00130437654e7e86cbbeeaf34f4771df6a1fb45c,1,204240431458.08832,204240431458.08832,,1,1513,0.0,0.0,1.0,0.0,0.0,1,212
0x00133f29e7d424f4e5773532b3fc35d020e9c54e,2,2.4353377818598245,1.2176688909299123,0.11586209436916371,2,1455,0.0,0.0,1.0,0.0,0.0,1,114
0x0014dfac19477a83d7354e6eaac28642c1959398,36,1.695573913198582e+17,4709927536662728.0,6003718757947821.0,12,1488,0.16666666666666666,0.25,0.2777777777777778,0.3055555555555556,0.0,4,294
0x001589fe1923c2118f34e4277f2ef650fcbf0161,30,7354631136826288.0,245154371227542.94,435907702065381.2,18,1417,0.06666666666666667,0.0,0.6333333333333333,0.3,0.0,3,232
0x00159370cbe576b765a7fb2e78582e0cb563d445,19,5890549265381775.0,310028908704303.94,358689500851795.2,9,1418,0.3684210526315789,0.0,0.5263157894736842,0.10526315789473684,0.0,3,148
0x0015b3f0266cd7b1f4105cf8180d37e7bd0ccead,2,28.274280802842668,14.137140401421334,0.009244452915407831,1,1513,0.0,0.0,0.5,0.5,0.0,2,122
0x0016469a65facda9e86fd0ae0e9661128843c224,2,25344644512.20498,12672322256.10249,11308318340.330544,1,1530,0.5,0.0,0.5,0.0,0.0,2,122
0x0016dcd1d3c93067dce5bb30dc33258f36d33308,1,202456720023.76752,202456720023.76752,,1,1513,0.0,0.0,1.0,0.0,0.0,1,212
0x00183135585d70a523d61b2e43037a7138b36906,54,7950981188305158.0,147240392376021.44,224776288550015.8,21,1421,0.24074074074074073,0.18518518518518517,0.2777777777777778,0.2962962962962963,0.0,4,263
0x00184e8aa1e95f491f2d9601e12b540092160ded,4,254581016427600.2,63645254106900.05,44641250513158.11,1,1556,0.25,0.25,0.25,0.25,0.0,4,242
0x0018583d7654803d2c59467e10dec5f70bbe1851,72,260583128.6238108,3619210.11977515,4847859.3116912525,11,1509,0.0,0.0,1.0,0.0,0.0,1,232
0x001875a076b3cfe1c9535d76b0345c16e3d61118,2,2.259609878203448,1.129804939101724,0.037535982128729634,2,1459,0.0,0.0,1.0,0.0,0.0,1,114
0x0018d044b946ede86b43bb3b964a45772a5abeb9,22,6.327048077727703e+16,2875930944421683.5,9274472026526066.0,8,1438,0.09090909090909091,0.09090909090909091,0.4090909090909091,0.4090909090909091,0.0,4,256
0x0019971fb18fbfc9108d90eb2cdd4d5a0a897eee,5,203832303512191.25,40766460702438.25,91156577332592.83,2,1476,0.2,0.4,0.0,0.4,0.0,3,134
0x0019bd9f6142943f3a03a8a62d0001a95213f555,1,126608392264.04059,126608392264.04059,,1,1516,0.0,0.0,1.0,0.0,0.0,1,212
0x001b024b98ee862aa01eea595c4c16a0213d2611,2,901292526286803.9,450646263143401.94,637310057169448.4,1,1558,0.5,0.0,0.5,0.0,0.0,2,122
0x001bc3cfc3eed892dd6de07807333f2b05c5b4e9,32,46710787684955.08,1459712115154.8462,6038963129541.587,6,1483,0.1875,0.21875,0.3125,0.28125,0.0,4,267
0x001bc97d92e1a30b02d4e75be25f06063555d556,45,2.144197389330805e+17,4764883087401789.0,6943137836503910.0,5,1490,0.2222222222222222,0.2,0.26666666666666666,0.3111111111111111,0.0,4,233
0x001be549fa377710b9e59d57bbdf593ce1e379ca,2,1586084926828.2158,793042463414.1079,1121531407276.951,2,1440,0.0,0.0,1.0,0.0,0.0,1,214
0x001c88d92d199c9eb936ed3d6758da7c48e4d08e,2,1812428653548.6912,906214326774.3456,1281580591341.069,2,1457,0.0,0.0,1.0,0.0,0.0,1,214
0x001d2a3192a49e28cac0a7abcaa916648c62b982,1,1565990185332.6885,1565990185332.6885,,1,1458,0.0,0.0,1.0,0.0,0.0,1,212
0x001d4aa3f14b6e0019e5615e9c8eb50659061220,1,1.1337851305503868,1.1337851305503868,,1,1456,0.0,0.0,1.0,0.0,0.0,1,112
0x001f96b7e19a54ae45f451b0148336504d03fdcf,1,566.6408226639782,566.6408226639782,,1,1460,0.0,0.0,1.0,0.0,0.0,1,117
0x001fbfc5e2b56d372d642f5f1b52b5cde4584779,6,1519907184015030.5,253317864002505.1,410723549012488.2,5,1423,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,2,230
0x00202f8f6bb6f100241ce0726922f2bd4c7196ee,1,0.02360514637371101,0.02360514637371101,,1,1460,0.0,0.0,1.0,0.0,0.0,1,112
0x0020c5222a24e4a96b720c06b803fb8d34adc0af,1,2068000.9228473718,2068000.9228473718,,1,1452,0.0,0.0,0.0,1.0,0.0,1,62
0x0021be1d33a577bf5ede730a6b5d5d9f878ba7e4,2,1157956333789.6023,578978166894.8011,818798775940.5276,2,1460,0.0,0.0,1.0,0.0,0.0,1,214
0x00222d56e0509a5e9ab05c588c548290a5e9f876,1,1105702376236.7202,1105702376236.7202,,1,1460,0.0,0.0,1.0,0.0,0.0,1,212
0x002379916ac42a432f3b53f16782d33267debb4c,1,1188650795292.2615,1188650795292.2615,,1,1460,0.0,0.0,1.0,0.0,0.0,1,212
0x0023aa0d5d1675d6ccbe0aff5d6afdd0bc61d2be,2,2.259609878203448,1.129804939101724,0.037535982128729634,2,1459,0.0,0.0,1.0,0.0,0.0,1,114
0x0023d9ffe7d793895c5da5833d56c737832ead2b,2,15.189578905507386,7.594789452753693,3.5802185599189906,1,1460,0.0,0.0,1.0,0.0,0.0,1,112
0x0023e0f24acc95e838f76f81ab3d69e40b9b1933,1,5.129981410556754,5.129981410556754,,1,1460,0.0,0.0,1.0,0.0,0.0,1,112
0x0023f4cbb5d47ef377af97fc5c7399b62e31e0ff,2,3103305498262.0957,1551652749131.0479,78265990924.53304,2,1460,0.0,0.0,1.0,0.0,0.0,1,214
0x0024461e7a8ce7157866eaa4c24b702d328250ce,1,1015.376097255415,1015.376097255415,,1,1440,0.0,0.0,0.0,1.0,0.0,1,0
0x0024511a019f836ddd88902bb516b4f0b3a2dcf9,1,26044090290.244564,26044090290.244564,,1,1483,0.0,0.0,1.0,0.0,0.0,1,212
0x00246f7813397868b1beec56e1677efa47816dae,44,2.572913731758174e+19,5.847531208541304e+17,1.0417048520000959e+18,16,1488,0.20454545454545456,0.045454545454545456,0.6818181818181818,0.06818181818181818,0.0,4,194
0x0025a856d01a898bd52286d56c52323b13937b65,1,142202497421.8183,142202497421.8183,,1,1516,0.0,0.0,1.0,0.0,0.0,1,212
0x00261d225db379b3fc74cd0228d6f90582d39035,2,36953356055.5266,18476678027.7633,19464160324.243465,1,1529,0.5,0.0,0.5,0.0,0.0,2,122
0x00262ffcfda82b5582d1905ca05b849f196b0419,10,316.6518196284602,31.66518196284602,18.163659210870108,2,1494,0.3,0.1,0.4,0.2,0.0,4,94
0x0026bc865efa2fb74d18c3be5a77c780756e50e6,1,162091424281.99927,162091424281.99927,,1,1515,0.0,0.0,1.0,0.0,0.0,1,212
0x002729e3173b9fc6abcf03eb2d754b0e2ae4edbd,1,1.8629892980475518,1.8629892980475518,,1,1455,0.0,0.0,1.0,0.0,0.0,1,112
0x002761f50e9c9e98e4ca367ef215f3643eec9dd9,1,204590866403.1135,204590866403.1135,,1,1513,0.0,0.0,1.0,0.0,0.0,1,212
0x002775390698ef16589bb22bba37ae7906ae2f36,30,153699288295457.47,5123309609848.582,11815119256513.254,9,1481,0.23333333333333334,0.16666666666666666,0.5666666666666667,0.03333333333333333,0.0,4,241
0x0027c6cd01364a3c5d29f72269b36dfe85628193,1,1.8864509259060724,1.8864509259060724,,1,1454,0.0,0.0,1.0,0.0,0.0,1,112
0x0027f7335d610f15b325baa5798414548720fcaa,13,646588504701103.5,49737577284700.266,179331385213597.72,3,1417,0.15384615384615385,0.15384615384615385,0.46153846153846156,0.23076923076923078,0.0,4,246
0x00283b611db7844cb5677b311afd67c8e3078518,1,7.20152067392015,7.20152067392015,,1,1454,0.0,0.0,1.0,0.0,0.0,1,112
0x00296e3cb10f1ddf6be160aa9722d7a288957b66,1,37375320100.34612,37375320100.34612,,1,1534,0.0,0.0,1.0,0.0,0.0,1,212
0x0029ab135b5be72168bf80f140d60a9264dbd0c5,2,2123490954986.433,1061745477493.2166,27232664739.509274,2,1460,0.0,0.0,1.0,0.0,0.0,1,214
0x002a63fb3bb81ccc222e2d8192eb95a5767a2151,1,1.1058755718750974,1.1058755718750974,,1,1455,0.0,0.0,1.0,0.0,0.0,1,112
0x002aea16059a7d4bef638a03b61a9e80ef07e745,41,5497117863011503.0,134076045439304.95,391628077947134.75,11,1455,0.24390243902439024,0.12195121951219512,0.2926829268292683,0.34146341463414637,0.0,4,219
0x002bb13a55bf4525f02717708dd4534ecc475193,2,3.1415513028579416,1.5707756514289708,1.1104296016700517,1,1460,0.0,0.0,1.0,0.0,0.0,1,112
0x002c77a71d54e6da4b28690fe1676752a74a67eb,1,1.1597473478486582,1.1597473478486582,,1,1460,0.0,0.0,1.0,0.0,0.0,1,112
0x002cd2707daccbd5f3f192a565fca0a2cea021a6,5,354758737515.6987,70951747503.13974,158652930530.64563,2,1543,0.2,0.2,0.4,0.2,0.0,4,244
0x002d2715b179d0db3e17cc28317a98f2f65e6884,253,3.495436539742931e+17,1381595470254123.0,2674179995581142.5,60,1459,0.25296442687747034,0.15019762845849802,0.38735177865612647,0.20948616600790515,0.0,4,315
0x002d59b6a7b3483c8c1ef38c90cbe7790aeaea50,1,1058311089277.2931,1058311089277.2931,,1,1459,0.0,0.0,1.0,0.0,0.0,1,212
0x002dcc4d0ad0bdce1c444ad0bb4d51ac7e61d62b,29,7541229326272731.0,260042390561128.66,901972249451830.9,16,1425,0.1724137931034483,0.5517241379310345,0.1724137931034483,0.10344827586206896,0.0,4,272
0x002de04d579930686698abab5f48bda0b24fb9fc,85,7.859743557682642e+16,924675712668546.1,2366475260152817.0,14,1417,0.15294117647058825,0.17647058823529413,0.3764705882352941,0.29411764705882354,0.0,4,279
0x002e5e69ae7c8999834ee24aeb5c26ad05433820,4,2.1362680444691444e+16,5340670111172861.0,3285281045448847.0,1,1551,0.25,0.25,0.25,0.25,0.0,4,242
0x002e7ea05d6721a04cd36ab5e9f2c72338d7f7f3,6,85348850040982.58,14224808340163.764,34843522121463.65,4,1432,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,2,161
0x002eba74e10ff40a1bc1cfa2b9684f9e28f8dea7,1,0.012361424916557983,0.012361424916557983,,1,1462,0.0,0.0,1.0,0.0,0.0,1,112
0x002f93d5a1ca66a2a64b490bd0a0291c1a1c02b6,108,9187527422387506.0,85069698355439.88,184261092320287.72,34,1419,0.24074074074074073,0.1111111111111111,0.5648148148148148,0.08333333333333333,0.0,4,263
0x0030040e8d836ac3e546c354f9b373e70a14deeb,2,44888.71384039049,22444.356920195245,27760.320204680706,1,1476,0.0,0.0,0.0,1.0,0.0,1,62
0x00301da1d3b20fd6b8451a791a8b1a5e20599fb8,58,2.1213765466544372e+16,365754577009385.75,467021569829482.3,25,1415,0.39655172413793105,0.0,0.603448275862069,0.0,0.0,2,170
0x00305f0dc87d6bf12ac07e37ac0d2336d5906b93,1,1815047297099.417,1815047297099.417,,1,1457,0.0,0.0,1.0,0.0,0.0,1,212
0x003064605a8677d5b2e8def620ac67d8f1f1b5ed,3,393.71796090703907,131.23932030234636,56.706397851823915,3,1422,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,2,127
0x003094a91a3b5523bc601b221f80183bd347e9ae,2,2.259609878203448,1.129804939101724,0.037535982128729634,2,1459,0.0,0.0,1.0,0.0,0.0,1,114
0x0030a2c2268c9faafeae8ea22802db8b3c87f82c,1,47687924494.83424,47687924494.83424,,1,1466,0.0,0.0,1.0,0.0,0.0,1,212
0x0030d58fd7c5af92c6e9bbf4d06255b6a9d1490a,67,2.9762926012430144e+17,4442227763049275.0,7806937480593920.0,31,1418,0.16417910447761194,0.16417910447761194,0.5522388059701493,0.11940298507462686,0.0,4,302
0x0030de8f624d2b2513c6dbbff788bb109b80304d,1,1003158605461.1735,1003158605461.1735,,1,1461,0.0,0.0,1.0,0.0,0.0,1,212
0x0030e3b40e23f92bd064457fd1fb848482a0bde5,2,9008727.638327204,4504363.819163602,6370129.847278437,1,1464,0.0,0.0,1.0,0.0,0.0,1,212
0x0030ee334630838ea4dee0b4b6ecbc973529031f,16,4764599124340684.0,297787445271292.75,415124205336513.2,7,1425,0.4375,0.0625,0.5,0.0,0.0,3,175
0x0031fc2cc920357b9767ab93200c5bf69c43e8e7,1,1051909375190.0908,1051909375190.0908,,1,1463,0.0,0.0,1.0,0.0,0.0,1,212
0x00326e37cef76788f6b0cf643c94481d60bd3d58,2,26554821136395.52,13277410568197.76,6360086156763.467,1,1457,0.0,0.0,1.0,0.0,0.0,1,212
0x00329e92ed6fd0a0ef76da9c476d51faeb6b26a0,523,1.0123237641123643e+19,1.935609491610639e+16,4.962509956840039e+16,98,1436,0.2944550669216061,0.2829827915869981,0.3422562141491396,0.08030592734225621,0.0,4,381
0x003325d3054cd7668fb16f19ea11bae6d02a474c,5,2015703.4790075948,403140.695801519,403618.0282795822,4,1430,0.0,0.0,0.0,1.0,0.0,1,68
0x0034baeeb160a5f1032b6d124d3e87cc94d74e62,162,1.9122486828765915e+20,1.18040042152876e+18,1.9672285515003694e+18,12,1513,0.2777777777777778,0.12962962962962962,0.36419753086419754,0.22839506172839505,0.0,4,228
0x0034d2a08772822866b08d2c585e5c8e25723760,1,648774022183481.5,648774022183481.5,,1,1491,0.0,0.0,1.0,0.0,0.0,1,212
0x0034daf2e65f6ef82bc6f893dbbfd7c232a0e59c,5,1.4421785198227437e+17,2.884357039645487e+16,2.680621143645313e+16,3,1469,0.0,0.0,0.0,1.0,0.0,1,66
0x0035e2e614e53a5ebf5a518dede926a7fcec4f91,26,3122170632007086.0,120083485846426.39,256250566863019.16,8,1491,0.3076923076923077,0.07692307692307693,0.5384615384615384,0.07692307692307693,0.0,4,194
0x0036472d3ca5e7ab22477d62682b2a3d9436d328,1,10238696481329.51,10238696481329.51,,1,1463,0.0,0.0,1.0,0.0,0.0,1,212
0x0036534c48a754163f0f446601f36bcfda840f57,27,4459840331740031.0,165179271545927.06,344320758446255.5,5,1520,0.2962962962962963,0.25925925925925924,0.25925925925925924,0.18518518518518517,0.0,4,259
0x00368bb9dba2ee83f3553feae59710b9c3743e09,11,3452941602217796.5,313903782019799.7,351841938709569.9,6,1466,0.09090909090909091,0.0,0.8181818181818182,0.09090909090909091,0.0,3,196
0x0036a2f1f6136bb9d7992f7def692126a279e702,1,1014717431814.5306,1014717431814.5306,,1,1460,0.0,0.0,1.0,0.0,0.0,1,212
0x0036a3f98bc84afb07fe42421f5a14cfe3c33219,43,7879359411046655.0,183240916535968.72,340871688678315.44,9,1449,0.32558139534883723,0.32558139534883723,0.20930232558139536,0.13953488372093023,0.0,4,262
0x0036bc671c03460dec7d0ab24f45df0cf33d042b,12,3733958854360614.5,311163237863384.56,359040156076396.44,3,1430,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,4,246
0x0037643e4ec2b622270676e9e7aa163b261cfb79,1,1.8382403652310029,1.8382403652310029,,1,1455,0.0,0.0,1.0,0.0,0.0,1,112
0x0037aca1c1c45787a95c11dfaabed6308dc2ff80,9,99402.60159698335,11044.733510775928,7358.278170490707,8,1457,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,2,236
0x0037daf6fb154db55110ced85cb4ba9e1204ca17,28,155457701114966.72,5552060754105.954,10751325482863.744,9,1436,0.4642857142857143,0.0,0.25,0.25,0.03571428571428571,4,115
0x0038281701bf3f51fdbb18903c6e18776780a9a1,1,1.0939297118855962,1.0939297118855962,,1,1455,0.0,0.0,1.0,0.0,0.0,1,112
0x00389de87cae34a6f89e13cc8225c4984add8b37,610,5.182769764854272e+18,8496343876810282.0,2.57169546210807e+16,52,1473,0.16393442622950818,0.12459016393442623,0.5377049180327869,0.1737704918032787,0.0,4,320
0x0039e71541bdc798d062346bce94230bf519bb72,2,35519786289.14674,17759893144.57337,18418606617.658585,1,1530,0.5,0.0,0.5,0.0,0.0,2,122
0x0039e762ecd8e8f074e93575dc395abfce4ef8b6,6,1.9022779035790388e+16,3170463172631731.5,4922079560147882.0,2,1533,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,2,224
